duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
155,9,Movie,Good Morning Call,2017-07-06,2020.0,TV-G,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.,15425685,David Cantolla,Finland,Rebecca Gibney,Action & Adventure
109,5,TV Show,Hisss,2017-12-08,1959.0,TV-MA,"Blinded as a young boy, Matt Murdock fights injustice by day as a lawyer and by night as the Super Hero Daredevil in Hell's Kitchen, New York City.",5314003,David Blair,Malawi,Vincenzo Crea,Comedies
144,10,Movie,Bogda,2017-09-13,1986.0,UR,"At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives.",24825458,Nanette Burstein,Hong Kong,Amber Kuo,Comedies
80,1,TV Show,The Gift,2019-12-20,1983.0,TV-Y7,"To keep pal Boots from being sent to a rival school with better athletics, prankster Bruno leads an epic campaign to build a pool at Macdonald Hall.",29894390,John Musker,Turkey,Jack Reynor,TV Comedies
85,6,TV Show,Chhota Bheem Ka Romani Adventure,2017-06-13,2015.0,TV-G,"Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion.",76950245,Matthew Cooke,Ukraine,Szabolcs Thuróczy,Music & Musicals
81,6,TV Show,Hisss,2017-12-25,1956.0,NR,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.,18776092,Nandita Das,Norway,Fatih Artman,Sports Movies
52,4,TV Show,A Plastic Ocean,2019-10-08,1995.0,TV-PG,"Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent.",50814664,Iñaki Dorronsoro,Sweden,Esra Bezen Bilgin,Crime TV Shows
11,7,TV Show,Terra,2016-11-11,1943.0,G,"Between a troubled marriage, a senile granny and twin siblings constantly in rivalry, a crumbling household struggles to barely keep it together.",76487297,Sacha Wolff,Cayman Islands,Mario Van Peebles,Romantic Movies
150,1,TV Show,"Love, Chunibyo & Other Delusions!",2016-02-26,1994.0,PG,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.,35976569,Kevin Layne,Switzerland,Joseba Usabiaga,Music & Musicals
66,8,TV Show,7 (Seven),2018-09-01,1963.0,TV-Y7,A fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport.,18458486,Archie Borders,Netherlands,Gary Oldman,TV Shows
72,13,TV Show,Til Death Do Us Part,2019-10-06,2013.0,R,"This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s.",56593135,Leena Yadav,Botswana,Alisha Wainwright,Classic Movies
10,7,TV Show,My Week with Marilyn,2019-09-01,1974.0,R,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",72895323,Cho Li,Soviet Union,Corey Feldman,TV Dramas
61,15,Movie,Doctor Foster,2017-10-26,1967.0,TV-Y7,"This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death.",9892339,Augusto Matte,Nigeria,Chloë Grace Moretz,Horror Movies
68,6,TV Show,Diary of a Chambermaid,2017-03-18,1965.0,TV-Y,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Tamil version of S.S. Rajamouli's epic.,40719484,Jung-ah Im,Belgium,Rocky Kanaka,Docuseries
113,8,Movie,The Tiger Hunter,2019-08-15,2011.0,TV-Y7-FV,"When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.",19937954,Carlos Marques-Marcet,Senegal,Josh Charles,International TV Shows
189,15,TV Show,A Christmas Prince: The Royal Baby,2016-05-15,1954.0,NC-17,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother.",59854613,Valeria Golino,Hong Kong,Gang Dong-won,Horror Movies
84,2,TV Show,Monster High: Freaky Fusion,2018-07-23,1985.0,TV-14,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",51360377,Ian Barber,Hungary,Kaitlyn Maher,Classic & Cult TV
165,13,Movie,No Game No Life: Zero,2018-05-18,1984.0,PG,"After his father passes, the heir to a retail empire returns to take over the family business but faces a controversy involving laundering and murder.",19635803,Onur Bilgetay,Peru,Matthew Espinosa,TV Shows
150,15,Movie,Be Here Now,2019-02-08,2010.0,TV-Y,"When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress.",41721839,Courtney Hunt,Singapore,Justin Long,Classic & Cult TV
29,1,Movie,Chill with Bob Ross,2017-05-14,2002.0,TV-14,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests.",50371690,Jesse V. Johnson,Soviet Union,Larenz Tate,Stand-Up Comedy & Talk Shows
107,5,TV Show,Little Singham: Kaal Ki Tabaahi,2016-11-17,1984.0,R,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.",5951183,July Hygreck,Italy,Ben Gleib,Reality TV
165,5,Movie,"10,000 B.C.",2017-04-20,2018.0,TV-G,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna.""",48596167,Woo Min-ho,United States,Laurie Goode,Thrillers
52,1,TV Show,Back with the Ex,2019-10-09,1943.0,TV-14,"At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners.",38004209,Vishal Mahadkar,Taiwan,Liev Schreiber,Horror Movies
29,1,Movie,Marlon Wayans: Woke-ish,2017-08-26,2011.0,TV-PG,A high-schooler who's granted powers to make anyone instantly obedient dons a mask to lead Japan's rebellion against a long-invading Britannia.,19386674,Pa. Ranjith,Montenegro,Pete Evans,Spanish-Language TV Shows
146,12,TV Show,Step Brothers,2020-01-08,1987.0,TV-PG,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits.",26494719,Lars Kaalund,Montenegro,Damandeep Singh Baggan,International TV Shows
108,1,TV Show,Mary and the Witch's Flower,2018-07-21,1967.0,TV-Y7,"In this slapstick comedy classic, hapless cop Frank Drebin causes more problems than he solves while trying to stop a plot to kill Queen Elizabeth II.",38434178,Ben Wallis,Poland,Daniel Sloss,British TV Shows
82,4,Movie,Spy Kids: All the Time in the World,2016-12-01,1976.0,TV-G,"Little Mila turns playtime into a series of fun and educational adventures with her magical pet Morphle, who transforms into anything she dreams up!",72533571,Anne Fontaine,Croatia,Paul Connolly,Independent Movies
10,10,TV Show,Celebrity Marriage,2016-11-22,1989.0,PG-13,"Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.",449013,Joel Crawford,Uganda,Elizabeth Reaser,Kids' TV
111,14,Movie,Mystery Science Theater 3000: The Return,2016-04-08,1972.0,PG,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain.",15788681,Sartaj Singh Pannu,United Arab Emirates,Chris Packham,TV Sci-Fi & Fantasy
192,5,Movie,Kuldip Patwal: I Didn't Do It!,2015-12-15,1964.0,PG,"As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics.",40377531,Jean-Marc Vallée,Turkey,Ray Baker,Independent Movies
22,4,TV Show,Personal Shopper,2018-08-23,2008.0,TV-Y7-FV,Scientists search for evidence left behind by the world’s greatest floods and predict if climate change will cause even greater aquatic disasters.,712798,Gary Wang,Belgium,Nawazuddin Siddiqui,Cult Movies
106,6,TV Show,The Investigator: A British Crime Story,2019-06-15,2009.0,TV-Y7-FV,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills.",65412699,Ksshitij Chaudhary,Cayman Islands,Ariel Winter,Sports Movies
164,6,Movie,I Am Michael,2018-04-04,2001.0,R,"Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",52601854,Brian Smith,Cambodia,Donald Sutherland,Sports Movies
62,10,TV Show,Inception,2014-10-21,1954.0,TV-Y7,"A mix of brilliance, erudition and skill enables a modern Sherlock Holmes to solve impossible cases, all while he tries to heal personal wounds.",38191066,Richard Loncraine,"United States,",Aftab Shivdasani,Action & Adventure
139,8,TV Show,Prelude to War,2017-10-10,1976.0,TV-Y7,"When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",16408214,Rob Smat,Italy,Anitta,International TV Shows
179,8,Movie,Sparta,2017-04-25,2009.0,TV-Y,"Nestled in a faraway cloud is a rainbow-colored world called Care-a-Lot, home to the magical Care Bears who each have a special talent.",41335302,Partho Sen-Gupta,Slovakia,Chris D'Elia,Romantic TV Shows
107,3,Movie,Little Lunch,2019-08-28,1956.0,G,"From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.",57424383,Nicholas Winter,"Poland,",Marta Hazas,Docuseries
119,10,Movie,Samarppanam,2018-10-12,1983.0,G,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",66557443,Ed Gass-Donnelly,Serbia,Barry Bostwick,Spanish-Language TV Shows
23,13,Movie,I Am Me!,2015-07-07,1982.0,PG-13,This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.,4587935,Darren Lynn Bousman,Colombia,Vladimir Steklov,Sci-Fi & Fantasy
109,3,TV Show,The Charming Stepmom,2017-07-21,1986.0,R,"After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department.",54341421,Terri Randall,Malaysia,Rohit Saraf,TV Comedies
200,4,TV Show,Love Station,2019-03-22,1984.0,TV-Y7-FV,Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.,80666433,Frank Miller,Saudi Arabia,Germán Palacios,Anime Features
164,3,Movie,Igor,2019-06-22,2001.0,TV-Y7-FV,"Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist.",48248295,Alex Coletti,Iran,Kongyingyong Chonlathorn,TV Horror
128,4,TV Show,Violet Evergarden: Special,2017-02-24,1946.0,TV-Y,"Cross skewers Donald Trump, religious taboos and American swagger in a provocative night of comedy at the Paramount Theatre in Austin, Texas.",26619062,Tudor Giurgiu,Turkey,Anamaya Verma,Classic & Cult TV
116,5,TV Show,All Hail King Julien: Exiled,2017-02-14,2011.0,NC-17,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.,26524243,Jovanka Vuckovic,Norway,Catherine Sutherland,Classic Movies
67,1,TV Show,Maria,2019-05-18,1945.0,NR,"Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",51756898,Sharon Grimberg,Belgium,Jiang Pei Pei,British TV Shows
200,15,Movie,Dhamaal,2019-12-03,1983.0,PG-13,Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.,2633194,Olivier Jean-Marie,Hungary,Luke Jacobz,Comedies
176,13,Movie,Rurouni Kenshin,2018-09-17,1976.0,G,This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,25571238,Gary Shore,United Kingdom,Gael García Bernal,Cult Movies
74,4,Movie,V Wars,2018-11-21,2006.0,TV-PG,"In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises.",55024714,Nicholas Ray,Belgium,Bill Nighy,International Movies
89,1,TV Show,Kill Bill: Vol. 1,2018-07-10,1956.0,TV-PG,"As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business.",65271442,Navinder Pal Singh,Paraguay,Steven Rinella,Docuseries
114,14,Movie,Planet 51,2019-11-09,2002.0,PG-13,An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.,64984098,Rohit Jugraj,Croatia,Tommy Avallone,Music & Musicals
154,15,TV Show,World Trade Center,2019-03-28,1982.0,TV-14,"Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical.",73860904,Kim Nguyen,Cambodia,Jonathan Rhys Meyers,Anime Series
181,3,TV Show,Bir Baba Hindu,2019-12-05,2007.0,PG-13,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.,43469637,Nagesh Kukunoor,Guatemala,Andy Lau,Anime Series
119,15,Movie,Dinosaur King,2019-05-14,1997.0,PG,"Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.",72417580,Hsu Chih-yen,Jordan,Rodrigo de la Serna,British TV Shows
131,6,TV Show,In Family We Trust,2019-09-22,2011.0,NR,"When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs.",34360115,Anubhav Sinha,Sweden,Jenna Kanell,Classic & Cult TV
209,5,TV Show,Narcos,2018-06-02,1946.0,TV-14,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more.",72542627,Kuntz Agus,Hong Kong,Fumio Demura,International TV Shows
177,4,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,2019-07-21,1945.0,PG,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires.",76574061,Valli Bindana,Norway,João Pedro Zappa,International TV Shows
86,11,Movie,Message from the King,2018-06-01,1997.0,PG,"When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",26046168,Dennis Iliadis,Russia,Jennette McCurdy,Sports Movies
163,14,Movie,Ujala,2018-09-07,2014.0,PG,Two indigent farmers consider suicide so that their families can collect a government subsidy that's paid to the relatives of deceased farmers.,48570791,Partha Chakraborty,Zimbabwe,Raúl Méndez,Comedies
92,1,TV Show,Growing Up Coy,2016-05-26,1984.0,TV-Y7-FV,"Starting with the Trojan Horse attack, this modest re-telling of Homer's epic covers well-known highlights of Odysseus's long journey home.",32380200,Erik Matti,Mauritius,Lavell Crawford,Music & Musicals
79,3,TV Show,Death by Magic,2018-12-29,1992.0,TV-Y7,"After the school principal gets pranked, a curious crew of preteen super sleuths tests their detective skills to solve an underwater ruse.",57782217,Rhys Thomas,Venezuela,Madeleine Coghlan,Romantic Movies
107,14,Movie,14 Cameras,2016-09-01,2003.0,TV-Y7,Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,67523354,Brandon Jones,Italy,Vincent Elbaz,TV Shows
193,11,Movie,The Adderall Diaries,2018-09-10,2015.0,G,"Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.",46309390,Jon Spira,Czech Republic,Hiyori Kon,Independent Movies
79,5,TV Show,A Twelve Year Night,2013-10-14,1986.0,TV-14,A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.,11946312,Sandra Restrepo,Qatar,Lu Han,Reality TV
71,9,TV Show,Temple,2018-11-05,1962.0,NC-17,"Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles, and overwhelmed by culture shock, he falls prey to an Armenian gang.",73694406,Sion Sono,Iraq,Júlio Andrade,Stand-Up Comedy & Talk Shows
149,13,Movie,Austin Powers: International Man of Mystery,2017-06-25,1973.0,G,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.",52314048,Josh Webber,"United Kingdom,",Hikaru Utada,Reality TV
170,5,Movie,Go! Go! Cory Carson,2008-01-01,2006.0,TV-Y7-FV,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,40565079,Ronna Gradus,Russia,Baron Chen,Sci-Fi & Fantasy
60,10,Movie,Justice in the City,2017-01-14,1986.0,TV-Y,"A variety-show production trips up big time when the cast members take their roles to new heights, and the line between fact and fiction blurs.",50870449,Gabriele Muccino,Bangladesh,Úrsula Corberó,International Movies
56,11,TV Show,Car Masters: Rust to Riches,2019-02-23,2018.0,R,"From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.",68357035,Ishaan Trivedi,Chile,Alisha Wainwright,Documentaries
62,8,TV Show,The First Wives Club,2015-12-31,1944.0,PG-13,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.",42784225,Lawrence Cheng,Indonesia,Gaspard Schlatter,Crime TV Shows
165,10,Movie,Extreme Engagement,2019-11-13,1978.0,TV-MA,"A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.",50083114,Karl Mueller,China,Robert De Niro,Spanish-Language TV Shows
94,6,TV Show,Gabriel and the Mountain,2016-04-25,1964.0,TV-MA,"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",79382173,Reginald Hudlin,United Arab Emirates,Dominique Frot,Dramas
99,8,Movie,Death by Magic,2017-09-30,1992.0,NR,An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,69947256,Albert Sharpe,Czech Republic,Pete Evans,Documentaries
156,5,TV Show,Big Kill,2019-09-27,1997.0,PG,"With the science of forecasting flourishing, this documentary explores how predictions inform our lives and statistics and algorithms' reliability.",10816029,Brian McGinn,Austria,Kate Bosworth,International Movies
99,13,Movie,Arango y Sanint: Ríase el show,2017-05-02,2012.0,TV-Y7-FV,In the late 1970s two FBI agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.,46577794,Fazila Allana,Cambodia,Jae Hee,Docuseries
49,7,Movie,Barakah Meets Barakah,2018-05-05,2007.0,UR,"Traversing disciplines from physics to psychology, nine scientists share ideas and seek common ground by delving into deep existential questions.",16867515,Adam Wingard,Germany,Li Yi Feng,Comedies
71,14,Movie,The Prince Who Turns into a Frog,2018-02-17,1947.0,NR,"Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",33853980,Johanna Demetrakas,Argentina,Ana Layevska,Stand-Up Comedy & Talk Shows
51,11,TV Show,Mission Blue,2016-10-04,1945.0,TV-Y,"Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",79223740,Kiran Narayanan,Panama,Peter Yu,Stand-Up Comedy & Talk Shows
205,6,Movie,Strange Weather,2017-03-07,1925.0,TV-Y7,A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.,70794138,John Milius,Uganda,Flavio Medina,Children & Family Movies
155,13,TV Show,Lo que la vida me robó,2015-08-05,1995.0,TV-Y7-FV,"Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead.",28990733,Gary Fleder,Taiwan,Mia Farrow,Romantic TV Shows
55,9,TV Show,Act of Vengeance,2019-01-31,2018.0,PG-13,"Jailed after becoming entangled in the murder of a cop, a prisoner assembles a team of inmates to hatch a plan for making a getaway.",31220596,Jason Spingarn-Koff,Austria,John Lloyd Young,Thrillers
65,9,TV Show,Winnie,2019-08-02,1988.0,NR,"When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.",59173308,Rajesh Mapuskar,Somalia,Catherine Bell,Thrillers
88,5,TV Show,Rip Tide,2017-10-15,1942.0,TV-Y7-FV,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper.",28916747,Bob Persichetti,Cyprus,Ryan Friedlinghaus,Comedies
145,13,TV Show,Little Lunch: The Halloween Horror Story,2017-04-28,1965.0,UR,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",63349687,Gabriel Julien-Laferrière,United States,Jean-Baptiste Marcenac,Thrillers
176,2,Movie,1983,2018-11-13,2018.0,PG,Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.,31415000,Danny Leiner,Soviet Union,Bernard Yerlès,Thrillers
47,13,Movie,Sexy Central,2017-09-28,2006.0,G,Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.,46711405,Paakhi Tyrewala,Somalia,Puru Chibber,Dramas
157,8,TV Show,Rampage: President Down,2018-07-20,1947.0,TV-Y,"Faced with few clues and an increasingly panicked public, the FBI calls on a new kind of profiler to help track down the infamous Unabomber.",56665163,Roman Polanski,New Zealand,Ciara Bravo,Romantic TV Shows
95,6,TV Show,Jesus: Countdown to Calvary,2015-09-29,1970.0,TV-PG,"When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",25985078,Samit Kakkad,Sweden,Dylan Minnette,TV Horror
178,6,Movie,Cinta 100KG,2018-01-10,1968.0,TV-MA,"Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize.",49893991,Vince Gilligan,Bulgaria,Angel Locsin,TV Action & Adventure
109,13,Movie,GODZILLA The Planet Eater,2018-05-17,1989.0,TV-Y7,"Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",27919658,Choi Jin-seong,Dominican Republic,Amber Marshall,Comedies
149,5,TV Show,Anjaan: Rural Myths,2019-12-28,1997.0,G,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse.",37114493,Alfonso Arau,Singapore,Ciara Nadine Brosnan,International TV Shows
72,2,Movie,Pope Francis: A Man of His Word,2019-03-08,2020.0,TV-Y,A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth.,55196094,Wael Ihsan,Iraq,Tom Dyckhoff,Children & Family Movies
44,2,Movie,Taare Zameen Par,2019-09-26,2004.0,TV-14,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy.",64671516,Joe Swanberg,United Arab Emirates,Norm MacDonald,Reality TV
55,6,TV Show,Fashion,2015-12-02,1987.0,UR,"As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light.",18570985,Jake Szymanski,India,Tamannaah Bhatia,Stand-Up Comedy & Talk Shows
62,2,Movie,Zion,2018-09-05,1979.0,TV-Y7-FV,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,26637386,Roman Gackowski,Saudi Arabia,Barun Chanda,Horror Movies
33,13,Movie,Pulp Fiction,2016-07-08,1985.0,TV-14,"When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon.",61443678,Michael Steiner,Dominican Republic,Fardeen Khan,Thrillers
47,1,Movie,10 Days in Sun City,2017-06-19,1997.0,PG-13,"When a monster goes on a mouse-napping spree in New York, Fievel and his friends help a reporter get to the bottom of the mystery.",75477208,Juan Pablo Buscarini,Turkey,Tanya Streeter,Sci-Fi & Fantasy
68,14,TV Show,Despido Procedente,2018-12-31,1963.0,NC-17,"In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.",13654705,Joachim Rønning,Slovakia,Manoj Bajpayee,Spanish-Language TV Shows
80,9,TV Show,Legacies,2018-09-22,1964.0,NC-17,A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.,11075607,Cole D. Pruitt,"United States,",Sarah Hyland,Stand-Up Comedy & Talk Shows
15,2,TV Show,Blue Is the Warmest Color,2017-01-14,1955.0,PG,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,40732265,Nik Amir Mustapha,Mauritius,William Powell,Reality TV
110,11,Movie,Monster High: New Ghoul at School,2017-02-05,2004.0,NC-17,Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.,76252667,Jennifer Lee,South Africa,Sharad Kelkar,Stand-Up Comedy & Talk Shows
189,3,TV Show,Kacche Dhaagey,2018-09-28,1976.0,UR,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.",16850937,Alban Teurlai,Russia,Kyle Gallner,Independent Movies
63,3,TV Show,Klaus,2019-05-15,1993.0,UR,"When his reclusive-banker lover disappears, a hard-partying young British hedonist plunges into the dangerous world of espionage to find the truth.",60389740,Olav Njaastad,Mauritius,Dee Wallace,Movies
81,2,Movie,Dil Dhadakne Do,2018-02-25,2013.0,TV-PG,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",46048471,Bassam Kurdali,Croatia,Jim Norton,Cult Movies
29,11,TV Show,The Bomb Squad,2018-09-04,1925.0,R,Mumbai shopkeeper Kanji Bhai files a lawsuit against God when an earthquake destroys his store and his insurance policy won't cover the damage.,30968740,Sarah Gavron,Jordan,Kaori Ishihara,Romantic Movies
61,9,TV Show,Oh No! It's an Alien Invasion,2016-10-27,1978.0,TV-G,The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.,67548517,Jonathan Helpert,Georgia,Jace Chapman,Docuseries
76,9,TV Show,Cooking on High,2015-11-18,2000.0,TV-PG,A dramatic series about friendship and conflict between two comedians who search for meaning in life and comedy. Based on the prize-winning book.,52232133,Kasia Uscinska,France,Patrick Brammall,Classic Movies
85,13,TV Show,The Guernsey Literary and Potato Peel Pie Society,2017-05-16,1969.0,UR,"In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?",11335835,Farhan Alam,Slovakia,Cam Gigandet,Anime Series
195,10,TV Show,Deliha 2,2017-08-21,2010.0,TV-Y7-FV,"Social pressure, a complicated past and a clash of values beset the life of a businessman and his family.",41242557,Scott Moran,Australia,Steve Madden,Stand-Up Comedy
88,6,TV Show,Yoga Hosers,2019-10-14,2010.0,TV-PG,A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.,31362437,Keiichi Hara,Iraq,José Coronado,Docuseries
108,8,Movie,BAKI,2015-12-15,1987.0,PG,"Spend an evening with gleeful, oh-so-awkward Maria Bamford via her cozy, shot-at-home comedy special, which has a two-person audience: her parents.",36083018,Miguel Arteta,Malawi,Donald Glover,Action & Adventure
209,6,Movie,The Protector,2018-10-19,1969.0,NR,"Eclectic character comedian Marco Luque plays himself in this stand-up special about relationships, regional differences and his own love of movies.",76665763,Olivia M. Lamasan,Czech Republic,Aracely Arámbula,Classic Movies
81,11,TV Show,IO,2020-01-10,1966.0,R,"A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery.",64715388,Elle-Máijá Tailfeathers,Poland,Daisuke Kishio,Sports Movies
20,15,TV Show,The Story of Us with Morgan Freeman,2017-06-13,1945.0,TV-Y7,"Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top.",15456845,Rob LaDuca,Malta,Seann William Scott,Crime TV Shows
88,15,Movie,Shaka Zulu,2019-09-23,2019.0,TV-PG,"When a guileless young woman becomes the domestic worker in a wealthy Dubai household, her bond with her posh employer changes both of their lives.",36041106,Matthew Hope,Cayman Islands,Melissa Bolona,Kids' TV
142,13,Movie,Pacific Heat,2019-08-08,1954.0,TV-Y7,"After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports.",30656010,Ali Scher,Montenegro,Lavell Crawford,Horror Movies
